id,user_id,img_path,garment_type,garment_category,formality,weather
334,4,http://dummyimage.com/100x100.png/cc0000/ffffff,34,2,1,1
335,5,http://dummyimage.com/100x100.png/ff4444/ffffff,35,3,2,2
336,1,http://dummyimage.com/100x100.png/dddddd/000000,36,4,3,3
337,2,http://dummyimage.com/100x100.png/dddddd/000000,37,1,1,1
338,3,http://dummyimage.com/100x100.png/ff4444/ffffff,38,2,2,2
339,4,http://dummyimage.com/100x100.png/ff4444/ffffff,39,3,3,3
340,5,http://dummyimage.com/100x100.png/dddddd/000000,40,4,1,1
341,1,http://dummyimage.com/100x100.png/cc0000/ffffff,41,1,2,2
342,2,http://dummyimage.com/100x100.png/ff4444/ffffff,42,2,3,3
343,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,43,3,1,1
344,4,http://dummyimage.com/100x100.png/dddddd/000000,44,4,2,2
345,5,http://dummyimage.com/100x100.png/cc0000/ffffff,45,1,3,3
346,1,http://dummyimage.com/100x100.png/cc0000/ffffff,46,2,1,1
347,2,http://dummyimage.com/100x100.png/ff4444/ffffff,47,3,2,2
348,3,http://dummyimage.com/100x100.png/cc0000/ffffff,48,4,3,3
349,4,http://dummyimage.com/100x100.png/ff4444/ffffff,49,1,1,1
350,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,50,2,2,2
351,1,http://dummyimage.com/100x100.png/ff4444/ffffff,1,3,3,3
352,2,http://dummyimage.com/100x100.png/dddddd/000000,2,4,1,1
353,3,http://dummyimage.com/100x100.png/cc0000/ffffff,3,1,2,2
354,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,4,2,3,3
355,5,http://dummyimage.com/100x100.png/cc0000/ffffff,5,3,1,1
356,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,6,4,2,2
357,2,http://dummyimage.com/100x100.png/ff4444/ffffff,7,1,3,3
358,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,8,2,1,1
359,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,9,3,2,2
360,5,http://dummyimage.com/100x100.png/ff4444/ffffff,10,4,3,3
361,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,11,1,1,1
362,2,http://dummyimage.com/100x100.png/dddddd/000000,12,2,2,2
363,3,http://dummyimage.com/100x100.png/ff4444/ffffff,13,3,3,3
364,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,14,4,1,1
365,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,15,1,2,2
366,1,http://dummyimage.com/100x100.png/cc0000/ffffff,16,2,3,3
367,2,http://dummyimage.com/100x100.png/cc0000/ffffff,17,3,1,1
368,3,http://dummyimage.com/100x100.png/cc0000/ffffff,18,4,2,2
369,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,19,1,3,3
370,5,http://dummyimage.com/100x100.png/dddddd/000000,20,2,1,1
371,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,21,3,2,2
372,2,http://dummyimage.com/100x100.png/cc0000/ffffff,22,4,3,3
373,3,http://dummyimage.com/100x100.png/cc0000/ffffff,23,1,1,1
374,4,http://dummyimage.com/100x100.png/dddddd/000000,24,2,2,2
375,5,http://dummyimage.com/100x100.png/ff4444/ffffff,25,3,3,3
376,1,http://dummyimage.com/100x100.png/dddddd/000000,26,4,1,1
377,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,27,1,2,2
378,3,http://dummyimage.com/100x100.png/cc0000/ffffff,28,2,3,3
379,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,29,3,1,1
380,5,http://dummyimage.com/100x100.png/dddddd/000000,30,4,2,2
381,1,http://dummyimage.com/100x100.png/dddddd/000000,31,1,3,3
382,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,32,2,1,1
383,3,http://dummyimage.com/100x100.png/dddddd/000000,33,3,2,2
384,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,34,4,3,3
385,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,35,1,1,1
386,1,http://dummyimage.com/100x100.png/ff4444/ffffff,36,2,2,2
387,2,http://dummyimage.com/100x100.png/dddddd/000000,37,3,3,3
388,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,38,4,1,1
389,4,http://dummyimage.com/100x100.png/dddddd/000000,39,1,2,2
390,5,http://dummyimage.com/100x100.png/cc0000/ffffff,40,2,3,3
391,1,http://dummyimage.com/100x100.png/ff4444/ffffff,41,3,1,1
392,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,42,4,2,2
393,3,http://dummyimage.com/100x100.png/cc0000/ffffff,43,1,3,3
394,4,http://dummyimage.com/100x100.png/dddddd/000000,44,2,1,1
395,5,http://dummyimage.com/100x100.png/dddddd/000000,45,3,2,2
396,1,http://dummyimage.com/100x100.png/ff4444/ffffff,46,4,3,3
397,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,47,1,1,1
398,3,http://dummyimage.com/100x100.png/dddddd/000000,48,2,2,2
399,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,49,3,3,3
400,5,http://dummyimage.com/100x100.png/dddddd/000000,50,4,1,1
401,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,1,1,2,2
402,2,http://dummyimage.com/100x100.png/dddddd/000000,2,2,3,3
403,3,http://dummyimage.com/100x100.png/ff4444/ffffff,3,3,1,1
404,4,http://dummyimage.com/100x100.png/ff4444/ffffff,4,4,2,2
405,5,http://dummyimage.com/100x100.png/dddddd/000000,5,1,3,3
406,1,http://dummyimage.com/100x100.png/cc0000/ffffff,6,2,1,1
407,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,7,3,2,2
408,3,http://dummyimage.com/100x100.png/cc0000/ffffff,8,4,3,3
409,4,http://dummyimage.com/100x100.png/cc0000/ffffff,9,1,1,1
410,5,http://dummyimage.com/100x100.png/cc0000/ffffff,10,2,2,2
411,1,http://dummyimage.com/100x100.png/ff4444/ffffff,11,3,3,3
412,2,http://dummyimage.com/100x100.png/cc0000/ffffff,12,4,1,1
413,3,http://dummyimage.com/100x100.png/ff4444/ffffff,13,1,2,2
414,4,http://dummyimage.com/100x100.png/ff4444/ffffff,14,2,3,3
415,5,http://dummyimage.com/100x100.png/dddddd/000000,15,3,1,1
416,1,http://dummyimage.com/100x100.png/cc0000/ffffff,16,4,2,2
417,2,http://dummyimage.com/100x100.png/dddddd/000000,17,1,3,3
418,3,http://dummyimage.com/100x100.png/dddddd/000000,18,2,1,1
419,4,http://dummyimage.com/100x100.png/ff4444/ffffff,19,3,2,2
420,5,http://dummyimage.com/100x100.png/cc0000/ffffff,20,4,3,3
421,1,http://dummyimage.com/100x100.png/dddddd/000000,21,1,1,1
422,2,http://dummyimage.com/100x100.png/ff4444/ffffff,22,2,2,2
423,3,http://dummyimage.com/100x100.png/cc0000/ffffff,23,3,3,3
424,4,http://dummyimage.com/100x100.png/dddddd/000000,24,4,1,1
425,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,25,1,2,2
426,1,http://dummyimage.com/100x100.png/dddddd/000000,26,2,3,3
427,2,http://dummyimage.com/100x100.png/cc0000/ffffff,27,3,1,1
428,3,http://dummyimage.com/100x100.png/dddddd/000000,28,4,2,2
429,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,29,1,3,3
430,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,30,2,1,1
431,1,http://dummyimage.com/100x100.png/ff4444/ffffff,31,3,2,2
432,2,http://dummyimage.com/100x100.png/ff4444/ffffff,32,4,3,3
433,3,http://dummyimage.com/100x100.png/cc0000/ffffff,33,1,1,1
434,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,34,2,2,2
435,5,http://dummyimage.com/100x100.png/dddddd/000000,35,3,3,3
436,1,http://dummyimage.com/100x100.png/ff4444/ffffff,36,4,1,1
437,2,http://dummyimage.com/100x100.png/ff4444/ffffff,37,1,2,2
438,3,http://dummyimage.com/100x100.png/ff4444/ffffff,38,2,3,3
439,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,39,3,1,1
440,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,40,4,2,2
441,1,http://dummyimage.com/100x100.png/ff4444/ffffff,41,1,3,3
442,2,http://dummyimage.com/100x100.png/dddddd/000000,42,2,1,1
443,3,http://dummyimage.com/100x100.png/cc0000/ffffff,43,3,2,2
444,4,http://dummyimage.com/100x100.png/cc0000/ffffff,44,4,3,3
445,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,45,1,1,1
446,1,http://dummyimage.com/100x100.png/dddddd/000000,46,2,2,2
447,2,http://dummyimage.com/100x100.png/cc0000/ffffff,47,3,3,3
448,3,http://dummyimage.com/100x100.png/dddddd/000000,48,4,1,1
449,4,http://dummyimage.com/100x100.png/dddddd/000000,49,1,2,2
450,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,50,2,3,3
451,1,http://dummyimage.com/100x100.png/dddddd/000000,1,3,1,1
452,2,http://dummyimage.com/100x100.png/cc0000/ffffff,2,4,2,2
453,3,http://dummyimage.com/100x100.png/ff4444/ffffff,3,1,3,3
454,4,http://dummyimage.com/100x100.png/cc0000/ffffff,4,2,1,1
455,5,http://dummyimage.com/100x100.png/ff4444/ffffff,5,3,2,2
456,1,http://dummyimage.com/100x100.png/cc0000/ffffff,6,4,3,3
457,2,http://dummyimage.com/100x100.png/dddddd/000000,7,1,1,1
458,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,8,2,2,2
459,4,http://dummyimage.com/100x100.png/ff4444/ffffff,9,3,3,3
460,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,10,4,1,1
461,1,http://dummyimage.com/100x100.png/ff4444/ffffff,11,1,2,2
462,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,12,2,3,3
463,3,http://dummyimage.com/100x100.png/cc0000/ffffff,13,3,1,1
464,4,http://dummyimage.com/100x100.png/dddddd/000000,14,4,2,2
465,5,http://dummyimage.com/100x100.png/dddddd/000000,15,1,3,3
466,1,http://dummyimage.com/100x100.png/ff4444/ffffff,16,2,1,1
467,2,http://dummyimage.com/100x100.png/ff4444/ffffff,17,3,2,2
468,3,http://dummyimage.com/100x100.png/dddddd/000000,18,4,3,3
469,4,http://dummyimage.com/100x100.png/cc0000/ffffff,19,1,1,1
470,5,http://dummyimage.com/100x100.png/ff4444/ffffff,20,2,2,2
471,1,http://dummyimage.com/100x100.png/cc0000/ffffff,21,3,3,3
472,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,22,4,1,1
473,3,http://dummyimage.com/100x100.png/ff4444/ffffff,23,1,2,2
474,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,24,2,3,3
475,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,25,3,1,1
476,1,http://dummyimage.com/100x100.png/dddddd/000000,26,4,2,2
477,2,http://dummyimage.com/100x100.png/ff4444/ffffff,27,1,3,3
478,3,http://dummyimage.com/100x100.png/ff4444/ffffff,28,2,1,1
479,4,http://dummyimage.com/100x100.png/dddddd/000000,29,3,2,2
480,5,http://dummyimage.com/100x100.png/ff4444/ffffff,30,4,3,3
481,1,http://dummyimage.com/100x100.png/ff4444/ffffff,31,1,1,1
482,2,http://dummyimage.com/100x100.png/ff4444/ffffff,32,2,2,2
483,3,http://dummyimage.com/100x100.png/dddddd/000000,33,3,3,3
484,4,http://dummyimage.com/100x100.png/cc0000/ffffff,34,4,1,1
485,5,http://dummyimage.com/100x100.png/cc0000/ffffff,35,1,2,2
486,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,36,2,3,3
487,2,http://dummyimage.com/100x100.png/dddddd/000000,37,3,1,1
488,3,http://dummyimage.com/100x100.png/dddddd/000000,38,4,2,2
489,4,http://dummyimage.com/100x100.png/dddddd/000000,39,1,3,3
490,5,http://dummyimage.com/100x100.png/dddddd/000000,40,2,1,1
491,1,http://dummyimage.com/100x100.png/cc0000/ffffff,41,3,2,2
492,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,42,4,3,3
493,3,http://dummyimage.com/100x100.png/dddddd/000000,43,1,1,1
494,4,http://dummyimage.com/100x100.png/dddddd/000000,44,2,2,2
495,5,http://dummyimage.com/100x100.png/cc0000/ffffff,45,3,3,3
496,1,http://dummyimage.com/100x100.png/cc0000/ffffff,46,4,1,1
497,2,http://dummyimage.com/100x100.png/dddddd/000000,47,1,2,2
498,3,http://dummyimage.com/100x100.png/ff4444/ffffff,48,2,3,3
499,4,http://dummyimage.com/100x100.png/ff4444/ffffff,49,3,1,1
500,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,50,4,2,2
501,1,http://dummyimage.com/100x100.png/cc0000/ffffff,1,1,3,3
502,2,http://dummyimage.com/100x100.png/ff4444/ffffff,2,2,1,1
503,3,http://dummyimage.com/100x100.png/cc0000/ffffff,3,3,2,2
504,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,4,4,3,3
505,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,5,1,1,1
506,1,http://dummyimage.com/100x100.png/cc0000/ffffff,6,2,2,2
507,2,http://dummyimage.com/100x100.png/dddddd/000000,7,3,3,3
508,3,http://dummyimage.com/100x100.png/cc0000/ffffff,8,4,1,1
509,4,http://dummyimage.com/100x100.png/ff4444/ffffff,9,1,2,2
510,5,http://dummyimage.com/100x100.png/cc0000/ffffff,10,2,3,3
511,1,http://dummyimage.com/100x100.png/ff4444/ffffff,11,3,1,1
512,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,12,4,2,2
513,3,http://dummyimage.com/100x100.png/cc0000/ffffff,13,1,3,3
514,4,http://dummyimage.com/100x100.png/ff4444/ffffff,14,2,1,1
515,5,http://dummyimage.com/100x100.png/ff4444/ffffff,15,3,2,2
516,1,http://dummyimage.com/100x100.png/ff4444/ffffff,16,4,3,3
517,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,17,1,1,1
518,3,http://dummyimage.com/100x100.png/cc0000/ffffff,18,2,2,2
519,4,http://dummyimage.com/100x100.png/cc0000/ffffff,19,3,3,3
520,5,http://dummyimage.com/100x100.png/cc0000/ffffff,20,4,1,1
521,1,http://dummyimage.com/100x100.png/cc0000/ffffff,21,1,2,2
522,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,22,2,3,3
523,3,http://dummyimage.com/100x100.png/ff4444/ffffff,23,3,1,1
524,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,24,4,2,2
525,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,25,1,3,3
526,1,http://dummyimage.com/100x100.png/dddddd/000000,26,2,1,1
527,2,http://dummyimage.com/100x100.png/cc0000/ffffff,27,3,2,2
528,3,http://dummyimage.com/100x100.png/ff4444/ffffff,28,4,3,3
529,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,29,1,1,1
530,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,30,2,2,2
531,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,31,3,3,3
532,2,http://dummyimage.com/100x100.png/cc0000/ffffff,32,4,1,1
533,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,33,1,2,2
534,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,34,2,3,3
535,5,http://dummyimage.com/100x100.png/dddddd/000000,35,3,1,1
536,1,http://dummyimage.com/100x100.png/cc0000/ffffff,36,4,2,2
537,2,http://dummyimage.com/100x100.png/ff4444/ffffff,37,1,3,3
538,3,http://dummyimage.com/100x100.png/cc0000/ffffff,38,2,1,1
539,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,39,3,2,2
540,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,40,4,3,3
541,1,http://dummyimage.com/100x100.png/cc0000/ffffff,41,1,1,1
542,2,http://dummyimage.com/100x100.png/ff4444/ffffff,42,2,2,2
543,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,43,3,3,3
544,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,44,4,1,1
545,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,45,1,2,2
546,1,http://dummyimage.com/100x100.png/ff4444/ffffff,46,2,3,3
547,2,http://dummyimage.com/100x100.png/dddddd/000000,47,3,1,1
548,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,48,4,2,2
549,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,49,1,3,3
550,5,http://dummyimage.com/100x100.png/ff4444/ffffff,50,2,1,1
551,1,http://dummyimage.com/100x100.png/cc0000/ffffff,1,3,2,2
552,2,http://dummyimage.com/100x100.png/cc0000/ffffff,2,4,3,3
553,3,http://dummyimage.com/100x100.png/cc0000/ffffff,3,1,1,1
554,4,http://dummyimage.com/100x100.png/ff4444/ffffff,4,2,2,2
555,5,http://dummyimage.com/100x100.png/cc0000/ffffff,5,3,3,3
556,1,http://dummyimage.com/100x100.png/ff4444/ffffff,6,4,1,1
557,2,http://dummyimage.com/100x100.png/cc0000/ffffff,7,1,2,2
558,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,8,2,3,3
559,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,9,3,1,1
560,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,10,4,2,2
561,1,http://dummyimage.com/100x100.png/dddddd/000000,11,1,3,3
562,2,http://dummyimage.com/100x100.png/cc0000/ffffff,12,2,1,1
563,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,13,3,2,2
564,4,http://dummyimage.com/100x100.png/ff4444/ffffff,14,4,3,3
565,5,http://dummyimage.com/100x100.png/dddddd/000000,15,1,1,1
566,1,http://dummyimage.com/100x100.png/cc0000/ffffff,16,2,2,2
567,2,http://dummyimage.com/100x100.png/cc0000/ffffff,17,3,3,3
568,3,http://dummyimage.com/100x100.png/ff4444/ffffff,18,4,1,1
569,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,19,1,2,2
570,5,http://dummyimage.com/100x100.png/dddddd/000000,20,2,3,3
571,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,21,3,1,1
572,2,http://dummyimage.com/100x100.png/cc0000/ffffff,22,4,2,2
573,3,http://dummyimage.com/100x100.png/dddddd/000000,23,1,3,3
574,4,http://dummyimage.com/100x100.png/dddddd/000000,24,2,1,1
575,5,http://dummyimage.com/100x100.png/cc0000/ffffff,25,3,2,2
576,1,http://dummyimage.com/100x100.png/cc0000/ffffff,26,4,3,3
577,2,http://dummyimage.com/100x100.png/dddddd/000000,27,1,1,1
578,3,http://dummyimage.com/100x100.png/dddddd/000000,28,2,2,2
579,4,http://dummyimage.com/100x100.png/dddddd/000000,29,3,3,3
580,5,http://dummyimage.com/100x100.png/ff4444/ffffff,30,4,1,1
581,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,31,1,2,2
582,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,32,2,3,3
583,3,http://dummyimage.com/100x100.png/dddddd/000000,33,3,1,1
584,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,34,4,2,2
585,5,http://dummyimage.com/100x100.png/dddddd/000000,35,1,3,3
586,1,http://dummyimage.com/100x100.png/dddddd/000000,36,2,1,1
587,2,http://dummyimage.com/100x100.png/dddddd/000000,37,3,2,2
588,3,http://dummyimage.com/100x100.png/dddddd/000000,38,4,3,3
589,4,http://dummyimage.com/100x100.png/ff4444/ffffff,39,1,1,1
590,5,http://dummyimage.com/100x100.png/dddddd/000000,40,2,2,2
591,1,http://dummyimage.com/100x100.png/ff4444/ffffff,41,3,3,3
592,2,http://dummyimage.com/100x100.png/dddddd/000000,42,4,1,1
593,3,http://dummyimage.com/100x100.png/ff4444/ffffff,43,1,2,2
594,4,http://dummyimage.com/100x100.png/dddddd/000000,44,2,3,3
595,5,http://dummyimage.com/100x100.png/ff4444/ffffff,45,3,1,1
596,1,http://dummyimage.com/100x100.png/ff4444/ffffff,46,4,2,2
597,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,47,1,3,3
598,3,http://dummyimage.com/100x100.png/ff4444/ffffff,48,2,1,1
599,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,49,3,2,2
600,5,http://dummyimage.com/100x100.png/cc0000/ffffff,50,4,3,3
601,1,http://dummyimage.com/100x100.png/dddddd/000000,1,1,1,1
602,2,http://dummyimage.com/100x100.png/ff4444/ffffff,2,2,2,2
603,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,3,3,3,3
604,4,http://dummyimage.com/100x100.png/ff4444/ffffff,4,4,1,1
605,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,5,1,2,2
606,1,http://dummyimage.com/100x100.png/dddddd/000000,6,2,3,3
607,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,7,3,1,1
608,3,http://dummyimage.com/100x100.png/dddddd/000000,8,4,2,2
609,4,http://dummyimage.com/100x100.png/ff4444/ffffff,9,1,3,3
610,5,http://dummyimage.com/100x100.png/dddddd/000000,10,2,1,1
611,1,http://dummyimage.com/100x100.png/cc0000/ffffff,11,3,2,2
612,2,http://dummyimage.com/100x100.png/ff4444/ffffff,12,4,3,3
613,3,http://dummyimage.com/100x100.png/ff4444/ffffff,13,1,1,1
614,4,http://dummyimage.com/100x100.png/ff4444/ffffff,14,2,2,2
615,5,http://dummyimage.com/100x100.png/ff4444/ffffff,15,3,3,3
616,1,http://dummyimage.com/100x100.png/cc0000/ffffff,16,4,1,1
617,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,17,1,2,2
618,3,http://dummyimage.com/100x100.png/cc0000/ffffff,18,2,3,3
619,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,19,3,1,1
620,5,http://dummyimage.com/100x100.png/cc0000/ffffff,20,4,2,2
621,1,http://dummyimage.com/100x100.png/dddddd/000000,21,1,3,3
622,2,http://dummyimage.com/100x100.png/dddddd/000000,22,2,1,1
623,3,http://dummyimage.com/100x100.png/ff4444/ffffff,23,3,2,2
624,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,24,4,3,3
625,5,http://dummyimage.com/100x100.png/ff4444/ffffff,25,1,1,1
626,1,http://dummyimage.com/100x100.png/dddddd/000000,26,2,2,2
627,2,http://dummyimage.com/100x100.png/cc0000/ffffff,27,3,3,3
628,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,28,4,1,1
629,4,http://dummyimage.com/100x100.png/ff4444/ffffff,29,1,2,2
630,5,http://dummyimage.com/100x100.png/dddddd/000000,30,2,3,3
631,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,31,3,1,1
632,2,http://dummyimage.com/100x100.png/ff4444/ffffff,32,4,2,2
633,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,33,1,3,3
634,4,http://dummyimage.com/100x100.png/cc0000/ffffff,34,2,1,1
635,5,http://dummyimage.com/100x100.png/cc0000/ffffff,35,3,2,2
636,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,36,4,3,3
637,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,37,1,1,1
638,3,http://dummyimage.com/100x100.png/cc0000/ffffff,38,2,2,2
639,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,39,3,3,3
640,5,http://dummyimage.com/100x100.png/ff4444/ffffff,40,4,1,1
641,1,http://dummyimage.com/100x100.png/ff4444/ffffff,41,1,2,2
642,2,http://dummyimage.com/100x100.png/ff4444/ffffff,42,2,3,3
643,3,http://dummyimage.com/100x100.png/ff4444/ffffff,43,3,1,1
644,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,44,4,2,2
645,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,45,1,3,3
646,1,http://dummyimage.com/100x100.png/dddddd/000000,46,2,1,1
647,2,http://dummyimage.com/100x100.png/cc0000/ffffff,47,3,2,2
648,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,48,4,3,3
649,4,http://dummyimage.com/100x100.png/cc0000/ffffff,49,1,1,1
650,5,http://dummyimage.com/100x100.png/dddddd/000000,50,2,2,2
651,1,http://dummyimage.com/100x100.png/dddddd/000000,1,3,3,3
652,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,2,4,1,1
653,3,http://dummyimage.com/100x100.png/dddddd/000000,3,1,2,2
654,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,4,2,3,3
655,5,http://dummyimage.com/100x100.png/dddddd/000000,5,3,1,1
656,1,http://dummyimage.com/100x100.png/cc0000/ffffff,6,4,2,2
657,2,http://dummyimage.com/100x100.png/ff4444/ffffff,7,1,3,3
658,3,http://dummyimage.com/100x100.png/dddddd/000000,8,2,1,1
659,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,9,3,2,2
660,5,http://dummyimage.com/100x100.png/cc0000/ffffff,10,4,3,3
661,1,http://dummyimage.com/100x100.png/dddddd/000000,11,1,1,1
662,2,http://dummyimage.com/100x100.png/ff4444/ffffff,12,2,2,2
663,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,13,3,3,3
664,4,http://dummyimage.com/100x100.png/dddddd/000000,14,4,1,1
665,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,15,1,2,2
666,1,http://dummyimage.com/100x100.png/ff4444/ffffff,16,2,3,3
